Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
5,Barisal,1949,6,34.4,25.7,512.0,80.0,1.631481481,5.6,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1949.06,1
6,Barisal,1949,7,33.4,25.8,575.0,85.0,1.57037037,5.4,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1949.07,1
7,Barisal,1949,8,33.5,25.7,349.0,86.0,1.32962963,5.6,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1949.08,1
16,Barisal,1950,5,36.1,25.5,87.0,78.0,1.703703704,4.8,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1950.05,1
17,Barisal,1950,6,33.9,26.0,476.0,87.0,1.631481481,7.2,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1950.06,1
18,Barisal,1950,7,32.2,25.9,546.0,89.0,1.57037037,6.8,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1950.07,1
19,Barisal,1950,8,32.8,25.6,337.0,90.0,1.32962963,7.4,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1950.08,1
21,Barisal,1950,10,33.3,24.5,339.0,85.0,0.490740741,5.8,7.0,41950,536809.8,510151.9,22.7,90.36,4,1950.1,1
29,Barisal,1951,6,33.9,26.2,394.0,87.0,1.631481481,6.7,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1951.06,1
30,Barisal,1951,7,35.0,26.0,375.0,89.0,1.57037037,7.2,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1951.07,1
33,Barisal,1951,10,33.3,25.1,301.0,85.0,0.490740741,4.8,7.0,41950,536809.8,510151.9,22.7,90.36,4,1951.1,1
41,Barisal,1952,6,32.9,25.7,406.0,87.0,1.631481481,6.2,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1952.06,1
42,Barisal,1952,7,31.2,25.6,414.0,88.0,1.57037037,6.5,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1952.07,1
43,Barisal,1952,8,31.4,25.7,349.0,88.0,1.32962963,6.4,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1952.08,1
52,Barisal,1953,5,36.1,25.2,339.0,81.0,1.703703704,5.3,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1953.05,1
53,Barisal,1953,6,35.6,25.2,715.0,88.0,1.631481481,7.3,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1953.06,1
54,Barisal,1953,7,35.0,25.5,526.0,91.0,1.57037037,6.9,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1953.07,1
65,Barisal,1954,6,36.0,25.4,500.0,86.0,1.631481481,6.4,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1954.06,1
77,Barisal,1955,6,32.9,25.7,406.0,87.0,1.631481481,6.2,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1955.06,1
78,Barisal,1955,7,31.2,25.6,414.0,88.0,1.57037037,6.5,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1955.07,1
79,Barisal,1955,8,31.4,25.7,349.0,88.0,1.32962963,6.4,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1955.08,1
88,Barisal,1956,5,34.4,26.2,343.0,83.0,1.703703704,5.6,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1956.05,1
89,Barisal,1956,6,32.2,25.2,784.0,87.0,1.631481481,6.3,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1956.06,1
90,Barisal,1956,7,33.8,25.8,319.0,86.0,1.57037037,5.7,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1956.07,1
91,Barisal,1956,8,33.3,26.0,497.0,87.0,1.32962963,5.6,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1956.08,1
92,Barisal,1956,9,33.4,25.7,700.0,85.0,0.937037037,4.8,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1956.09,1
102,Barisal,1957,7,33.3,26.0,564.0,87.0,1.57037037,5.8,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1957.07,1
112,Barisal,1958,5,36.1,26.2,289.0,83.0,1.703703704,4.0,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1958.05,1
114,Barisal,1958,7,33.3,26.2,414.0,90.0,1.57037037,6.0,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1958.07,1
116,Barisal,1958,9,34.4,26.0,321.0,85.0,0.937037037,5.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1958.09,1
125,Barisal,1959,6,34.6,25.8,377.0,85.0,1.631481481,5.4,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1959.06,1
126,Barisal,1959,7,33.8,25.8,751.0,87.0,1.57037037,6.5,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1959.07,1
127,Barisal,1959,8,32.7,25.8,621.0,87.0,1.32962963,6.1,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1959.08,1
128,Barisal,1959,9,33.8,25.3,608.0,91.0,0.937037037,5.7,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1959.09,1
129,Barisal,1959,10,32.3,24.3,475.0,87.0,0.490740741,4.4,7.0,41950,536809.8,510151.9,22.7,90.36,4,1959.1,1
136,Barisal,1960,5,37.2,26.4,324.0,76.0,1.1,4.2,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1960.05,1
137,Barisal,1960,6,34.4,26.5,433.0,84.0,0.6,5.0,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1960.06,1
138,Barisal,1960,7,32.8,25.5,716.0,89.0,0.4,6.0,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1960.07,1
139,Barisal,1960,8,33.6,26.6,823.0,88.0,0.4,6.2,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1960.08,1
140,Barisal,1960,9,34.0,25.9,650.0,88.0,0.3,5.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1960.09,1
141,Barisal,1960,10,33.8,24.1,316.0,80.0,1.6,2.5,7.0,41950,536809.8,510151.9,22.7,90.36,4,1960.1,1
148,Barisal,1961,5,36.6,25.5,303.0,81.0,1.2,3.6,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1961.05,1
149,Barisal,1961,6,36.1,25.7,553.0,86.0,0.5,5.9,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1961.06,1
151,Barisal,1961,8,33.8,26.0,529.0,86.0,0.3,5.5,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1961.08,1
161,Barisal,1962,6,34.8,25.7,325.0,84.0,1.4,6.5,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1962.06,1
162,Barisal,1962,7,34.4,26.6,421.0,84.0,1.2,5.7,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1962.07,1
164,Barisal,1962,9,33.8,26.3,333.0,85.0,1.5,5.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1962.09,1
174,Barisal,1963,7,32.7,26.2,372.0,87.0,0.7,5.6,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1963.07,1
177,Barisal,1963,10,33.4,24.6,385.0,86.0,0.5,3.4,7.0,41950,536809.8,510151.9,22.7,90.36,4,1963.1,1
186,Barisal,1964,7,31.2,25.6,318.0,88.0,1.9,7.2,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1964.07,1
197,Barisal,1965,6,32.9,25.7,407.0,87.0,1.8,7.1,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1965.06,1
209,Barisal,1966,6,32.9,25.7,416.0,88.0,1.9,5.6,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1966.06,1
211,Barisal,1966,8,31.4,25.7,434.0,90.0,1.2,7.8,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1966.08,1
224,Barisal,1967,9,33.5,25.2,547.0,90.0,1.5,6.0,3.6,41950,536809.8,510151.9,22.7,90.36,4,1967.09,1
233,Barisal,1968,6,32.5,24.7,847.0,90.0,1.2,7.1,2.3,41950,536809.8,510151.9,22.7,90.36,4,1968.06,1
234,Barisal,1968,7,35.2,25.5,422.0,89.0,1.8,7.0,3.6,41950,536809.8,510151.9,22.7,90.36,4,1968.07,1
235,Barisal,1968,8,36.1,25.5,331.0,89.0,1.1,6.8,2.7,41950,536809.8,510151.9,22.7,90.36,4,1968.08,1
246,Barisal,1969,7,31.9,25.5,487.0,91.0,1.5,6.9,4.0,41950,536809.8,510151.9,22.7,90.36,4,1969.07,1
247,Barisal,1969,8,33.2,25.4,546.0,91.0,1.2,7.0,2.8,41950,536809.8,510151.9,22.7,90.36,4,1969.08,1
248,Barisal,1969,9,34.3,26.0,366.0,87.0,1.3,5.6,5.9,41950,536809.8,510151.9,22.7,90.36,4,1969.09,1
257,Barisal,1970,6,33.7,25.6,408.0,89.0,2.3,6.7,3.9,41950,536809.8,510151.9,22.7,90.36,4,1970.06,1
258,Barisal,1970,7,34.4,25.7,530.0,90.0,1.8,6.7,3.4,41950,536809.8,510151.9,22.7,90.36,4,1970.07,1
260,Barisal,1970,9,32.8,25.7,571.0,89.0,1.2,5.7,5.1,41950,536809.8,510151.9,22.7,90.36,4,1970.09,1
269,Barisal,1971,6,32.8,25.4,503.0,87.0,3.1,6.9,4.1,41950,536809.8,510151.9,22.7,90.36,4,1971.06,1
271,Barisal,1971,8,31.4,25.2,351.0,88.0,1.7,6.8,4.3,41950,536809.8,510151.9,22.7,90.36,4,1971.08,1
272,Barisal,1971,9,33.9,25.5,394.0,87.0,1.8,5.7,4.9,41950,536809.8,510151.9,22.7,90.36,4,1971.09,1
283,Barisal,1972,8,33.4,25.1,458.0,90.0,1.6,6.7,4.4,41950,536809.8,510151.9,22.7,90.36,4,1972.08,1
292,Barisal,1973,5,34.4,24.4,508.0,86.0,1.7,5.3,6.7,41950,536809.8,510151.9,22.7,90.36,4,1973.05,1
293,Barisal,1973,6,33.9,25.7,502.0,88.0,1.3,6.3,4.5,41950,536809.8,510151.9,22.7,90.36,4,1973.06,1
294,Barisal,1973,7,32.8,25.7,392.0,90.0,2.4,6.4,5.6,41950,536809.8,510151.9,22.7,90.36,4,1973.07,1
295,Barisal,1973,8,32.5,25.7,266.0,91.0,1.7,6.8,5.3,41950,536809.8,510151.9,22.7,90.36,4,1973.08,1
296,Barisal,1973,9,35.6,25.4,398.0,91.0,0.9,6.3,3.9,41950,536809.8,510151.9,22.7,90.36,4,1973.09,1
297,Barisal,1973,10,33.3,24.4,308.0,86.0,0.7,4.1,6.8,41950,536809.8,510151.9,22.7,90.36,4,1973.1,1
305,Barisal,1974,6,34.4,25.3,289.0,88.0,1.7,6.6,5.0,41950,536809.8,510151.9,22.7,90.36,4,1974.06,1
306,Barisal,1974,7,32.8,24.9,684.0,93.0,1.5,7.3,2.5,41950,536809.8,510151.9,22.7,90.36,4,1974.07,1
308,Barisal,1974,9,33.3,24.4,361.0,89.0,1.0,5.4,4.6,41950,536809.8,510151.9,22.7,90.36,4,1974.09,1
317,Barisal,1975,6,33.9,25.5,353.0,87.0,1.2,5.2,5.8,41950,536809.8,510151.9,22.7,90.36,4,1975.06,1
318,Barisal,1975,7,32.2,24.6,321.0,88.0,1.6,6.4,3.7,41950,536809.8,510151.9,22.7,90.36,4,1975.07,1
319,Barisal,1975,8,35.0,25.5,351.0,88.0,1.5,6.6,6.0,41950,536809.8,510151.9,22.7,90.36,4,1975.08,1
329,Barisal,1976,6,34.2,24.7,330.0,87.0,1.2,6.6,4.3,41950,536809.8,510151.9,22.7,90.36,4,1976.06,1
330,Barisal,1976,7,33.2,24.6,350.0,89.0,1.6,6.8,4.6,41950,536809.8,510151.9,22.7,90.36,4,1976.07,1
331,Barisal,1976,8,34.7,23.8,379.0,90.0,1.1,6.7,4.0,41950,536809.8,510151.9,22.7,90.36,4,1976.08,1
339,Barisal,1977,4,34.7,23.7,307.0,83.0,2.3,5.0,6.9,41950,536809.8,510151.9,22.7,90.36,4,1977.04,1
341,Barisal,1977,6,34.4,25.6,557.0,89.0,1.7,6.2,3.4,41950,536809.8,510151.9,22.7,90.36,4,1977.06,1
342,Barisal,1977,7,33.2,26.0,299.0,90.0,1.4,6.3,3.6,41950,536809.8,510151.9,22.7,90.36,4,1977.07,1
352,Barisal,1978,5,35.6,24.1,387.0,82.0,1.6,5.0,7.1,41950,536809.8,510151.9,22.7,90.36,4,1978.05,1
353,Barisal,1978,6,33.3,25.8,631.0,87.0,1.6,5.9,4.1,41950,536809.8,510151.9,22.7,90.36,4,1978.06,1
354,Barisal,1978,7,33.9,25.6,409.0,87.0,1.3,5.8,3.7,41950,536809.8,510151.9,22.7,90.36,4,1978.07,1
355,Barisal,1978,8,34.4,25.8,403.0,87.0,1.5,6.0,4.3,41950,536809.8,510151.9,22.7,90.36,4,1978.08,1
356,Barisal,1978,9,33.3,25.1,300.0,89.0,0.8,5.3,4.9,41950,536809.8,510151.9,22.7,90.36,4,1978.09,1
365,Barisal,1979,6,37.3,26.1,453.0,87.0,1.8,5.5,5.4,41950,536809.8,510151.9,22.7,90.36,4,1979.06,1
366,Barisal,1979,7,34.4,26.0,559.0,88.0,1.6,5.6,5.1,41950,536809.8,510151.9,22.7,90.36,4,1979.07,1
367,Barisal,1979,8,34.4,25.9,642.0,90.0,1.5,6.1,5.7,41950,536809.8,510151.9,22.7,90.36,4,1979.08,1
377,Barisal,1980,6,34.6,25.9,272.0,88.0,1.6,5.9,4.5,41950,536809.8,510151.9,22.7,90.36,4,1980.06,1
378,Barisal,1980,7,33.4,26.2,526.0,91.0,1.5,6.1,4.0,41950,536809.8,510151.9,22.7,90.36,4,1980.07,1
379,Barisal,1980,8,34.7,26.2,297.0,89.0,1.3,5.6,4.7,41950,536809.8,510151.9,22.7,90.36,4,1980.08,1
381,Barisal,1980,10,33.8,23.4,282.0,88.0,0.5,2.9,6.2,41950,536809.8,510151.9,22.7,90.36,4,1980.1,1
387,Barisal,1981,4,34.0,22.7,412.0,84.0,1.3,4.4,7.4,41950,536809.8,510151.9,22.7,90.36,4,1981.04,1
388,Barisal,1981,5,33.9,24.1,280.0,84.0,1.1,5.2,6.6,41950,536809.8,510151.9,22.7,90.36,4,1981.05,1
389,Barisal,1981,6,35.0,25.8,433.0,85.0,1.1,5.6,4.3,41950,536809.8,510151.9,22.7,90.36,4,1981.06,1
390,Barisal,1981,7,32.1,25.3,521.0,91.0,1.0,6.3,2.5,41950,536809.8,510151.9,22.7,90.36,4,1981.07,1
401,Barisal,1982,6,37.8,25.6,465.0,87.0,1.1,5.9,3.9,41950,536809.8,510151.9,22.7,90.36,4,1982.06,1
403,Barisal,1982,8,32.1,25.3,593.0,89.0,1.7,6.3,4.3,41950,536809.8,510151.9,22.7,90.36,4,1982.08,1
412,Barisal,1983,5,35.9,24.2,318.0,81.0,1.5,4.3,8.4,41950,536809.8,510151.9,22.7,90.36,4,1983.05,1
413,Barisal,1983,6,34.8,25.8,292.0,86.0,1.3,5.6,5.1,41950,536809.8,510151.9,22.7,90.36,4,1983.06,1
414,Barisal,1983,7,34.2,26.0,399.0,86.0,1.3,6.1,3.7,41950,536809.8,510151.9,22.7,90.36,4,1983.07,1
415,Barisal,1983,8,33.5,25.9,575.0,89.0,1.3,6.2,3.7,41950,536809.8,510151.9,22.7,90.36,4,1983.08,1
416,Barisal,1983,9,34.3,25.6,312.0,91.0,0.9,5.9,5.5,41950,536809.8,510151.9,22.7,90.36,4,1983.09,1
424,Barisal,1984,5,34.8,25.2,283.0,85.0,2.0,5.9,7.0,41950,536809.8,510151.9,22.7,90.36,4,1984.05,1
425,Barisal,1984,6,35.6,25.3,1025.0,90.0,1.3,7.2,3.7,41950,536809.8,510151.9,22.7,90.36,4,1984.06,1
426,Barisal,1984,7,32.8,24.9,448.0,90.0,1.3,6.9,4.2,41950,536809.8,510151.9,22.7,90.36,4,1984.07,1
427,Barisal,1984,8,35.2,25.6,431.0,90.0,1.1,7.1,3.5,41950,536809.8,510151.9,22.7,90.36,4,1984.08,1
428,Barisal,1984,9,34.0,25.1,224.0,88.0,0.8,5.1,5.8,41950,536809.8,510151.9,22.7,90.36,4,1984.09,1
436,Barisal,1985,5,35.0,24.2,226.0,88.0,1.7,5.1,7.9,41950,536809.8,510151.9,22.7,90.36,4,1985.05,1
437,Barisal,1985,6,36.2,25.8,322.0,91.0,1.5,6.3,3.9,41950,536809.8,510151.9,22.7,90.36,4,1985.06,1
438,Barisal,1985,7,34.5,25.3,291.0,93.0,1.5,6.8,3.3,41950,536809.8,510151.9,22.7,90.36,4,1985.07,1
439,Barisal,1985,8,35.0,25.9,308.0,90.0,1.5,6.7,5.2,41950,536809.8,510151.9,22.7,90.36,4,1985.08,1
449,Barisal,1986,6,36.0,25.9,254.0,87.0,1.3,5.7,4.9,41950,536809.8,510151.9,22.7,90.36,4,1986.06,1
450,Barisal,1986,7,35.5,25.2,381.0,91.0,0.8,6.4,3.9,41950,536809.8,510151.9,22.7,90.36,4,1986.07,1
451,Barisal,1986,8,35.2,26.0,252.0,87.0,0.8,5.9,5.0,41950,536809.8,510151.9,22.7,90.36,4,1986.08,1
452,Barisal,1986,9,35.0,24.8,526.0,92.0,0.6,6.1,3.4,41950,536809.8,510151.9,22.7,90.36,4,1986.09,1
454,Barisal,1986,11,33.5,19.3,274.0,88.0,0.2,2.7,7.3,41950,536809.8,510151.9,22.7,90.36,4,1986.11,1
461,Barisal,1987,6,39.6,26.6,275.0,85.0,1.5,5.7,5.1,41950,536809.8,510151.9,22.7,90.36,4,1987.06,1
462,Barisal,1987,7,33.8,25.4,568.0,94.0,0.9,7.0,1.8,41950,536809.8,510151.9,22.7,90.36,4,1987.07,1
463,Barisal,1987,8,34.0,25.4,683.0,90.0,0.9,6.4,3.6,41950,536809.8,510151.9,22.7,90.36,4,1987.08,1
464,Barisal,1987,9,34.0,26.0,302.0,89.0,0.6,6.0,4.0,41950,536809.8,510151.9,22.7,90.36,4,1987.09,1
472,Barisal,1988,5,34.5,25.5,393.0,84.0,1.4,5.6,6.2,41950,536809.8,510151.9,22.7,90.36,4,1988.05,1
473,Barisal,1988,6,34.6,25.4,565.0,88.0,1.2,6.0,3.8,41950,536809.8,510151.9,22.7,90.36,4,1988.06,1
474,Barisal,1988,7,33.5,25.9,422.0,90.0,1.3,6.5,4.0,41950,536809.8,510151.9,22.7,90.36,4,1988.07,1
475,Barisal,1988,8,32.4,26.2,459.0,91.0,1.3,7.1,2.8,41950,536809.8,510151.9,22.7,90.36,4,1988.08,1
486,Barisal,1989,7,33.6,25.4,453.0,89.0,1.3,6.3,4.9,41950,536809.8,510151.9,22.7,90.36,4,1989.07,1
488,Barisal,1989,9,33.0,25.1,413.0,90.0,0.6,5.7,4.9,41950,536809.8,510151.9,22.7,90.36,4,1989.09,1
489,Barisal,1989,10,34.2,24.1,451.0,90.0,0.3,4.4,4.8,41950,536809.8,510151.9,22.7,90.36,4,1989.1,1
496,Barisal,1990,5,35.0,24.3,352.0,85.0,0.7,5.3,6.6,41950,536809.8,510151.9,22.7,90.36,4,1990.05,1
497,Barisal,1990,6,39.4,25.4,386.0,89.0,1.4,6.4,3.4,41950,536809.8,510151.9,22.7,90.36,4,1990.06,1
498,Barisal,1990,7,32.5,25.4,457.0,92.0,1.0,6.9,2.9,41950,536809.8,510151.9,22.7,90.36,4,1990.07,1
499,Barisal,1990,8,34.0,25.6,299.0,87.0,1.0,5.6,6.0,41950,536809.8,510151.9,22.7,90.36,4,1990.08,1
509,Barisal,1991,6,34.4,25.1,562.0,90.0,1.3,6.6,3.0,41950,536809.8,510151.9,22.7,90.36,4,1991.06,1
510,Barisal,1991,7,33.3,25.7,356.0,88.0,1.5,6.5,3.9,41950,536809.8,510151.9,22.7,90.36,4,1991.07,1
511,Barisal,1991,8,35.5,25.3,369.0,89.0,1.2,6.7,4.2,41950,536809.8,510151.9,22.7,90.36,4,1991.08,1
512,Barisal,1991,9,33.5,25.0,232.0,90.0,0.6,6.4,3.4,41950,536809.8,510151.9,22.7,90.36,4,1991.09,1
513,Barisal,1991,10,33.5,23.7,497.0,89.0,0.5,4.5,5.5,41950,536809.8,510151.9,22.7,90.36,4,1991.1,1
522,Barisal,1992,7,35.5,25.5,299.0,90.0,1.3,6.9,2.6,41950,536809.8,510151.9,22.7,90.36,4,1992.07,1
523,Barisal,1992,8,34.3,25.3,326.0,91.0,1.2,6.1,4.6,41950,536809.8,510151.9,22.7,90.36,4,1992.08,1
532,Barisal,1993,5,34.5,23.8,352.0,87.0,1.6,5.2,6.9,41950,536809.8,510151.9,22.7,90.36,4,1993.05,1
533,Barisal,1993,6,34.4,25.5,384.0,89.0,2.1,6.1,4.9,41950,536809.8,510151.9,22.7,90.36,4,1993.06,1
534,Barisal,1993,7,33.2,25.5,408.0,90.0,2.1,6.4,3.9,41950,536809.8,510151.9,22.7,90.36,4,1993.07,1
535,Barisal,1993,8,33.8,25.7,556.0,91.0,1.5,6.6,3.5,41950,536809.8,510151.9,22.7,90.36,4,1993.08,1
545,Barisal,1994,6,35.5,25.5,571.0,89.0,1.2,6.4,3.3,41950,536809.8,510151.9,22.7,90.36,4,1994.06,1
546,Barisal,1994,7,33.2,25.7,202.0,88.0,1.3,6.4,4.2,41950,536809.8,510151.9,22.7,90.36,4,1994.07,1
547,Barisal,1994,8,33.0,25.4,378.0,88.0,1.1,6.4,4.2,41950,536809.8,510151.9,22.7,90.36,4,1994.08,1
557,Barisal,1995,6,34.6,25.6,657.0,88.0,1.1,6.0,3.2,41950,536809.8,510151.9,22.7,90.36,4,1995.06,1
558,Barisal,1995,7,34.0,25.1,517.0,88.0,1.4,6.7,3.4,41950,536809.8,510151.9,22.7,90.36,4,1995.07,1
559,Barisal,1995,8,34.7,25.5,342.0,87.0,1.2,6.0,5.3,41950,536809.8,510151.9,22.7,90.36,4,1995.08,1
569,Barisal,1996,6,35.5,25.2,449.0,87.0,1.8,5.4,4.8,41950,536809.8,510151.9,22.7,90.36,4,1996.06,1
570,Barisal,1996,7,35.0,25.7,307.0,88.0,1.6,5.9,3.3,41950,536809.8,510151.9,22.7,90.36,4,1996.07,1
571,Barisal,1996,8,34.4,25.3,322.0,91.0,1.0,6.0,2.6,41950,536809.8,510151.9,22.7,90.36,4,1996.08,1
573,Barisal,1996,10,35.4,23.0,270.0,86.0,0.5,3.1,7.6,41950,536809.8,510151.9,22.7,90.36,4,1996.1,1
580,Barisal,1997,5,35.6,24.2,235.0,84.0,1.6,5.3,7.1,41950,536809.8,510151.9,22.7,90.36,4,1997.05,1
581,Barisal,1997,6,35.4,25.3,205.0,86.0,2.1,6.4,4.6,41950,536809.8,510151.9,22.7,90.36,4,1997.06,1
582,Barisal,1997,7,33.7,25.4,406.0,91.0,1.6,6.9,3.1,41950,536809.8,510151.9,22.7,90.36,4,1997.07,1
584,Barisal,1997,9,34.0,24.6,378.0,91.0,0.7,6.1,4.1,41950,536809.8,510151.9,22.7,90.36,4,1997.09,1
590,Barisal,1998,3,34.5,17.9,273.0,75.0,0.9,2.6,8.1,41950,536809.8,510151.9,22.7,90.36,4,1998.03,1
591,Barisal,1998,4,35.6,22.5,251.0,81.0,1.4,3.8,8.1,41950,536809.8,510151.9,22.7,90.36,4,1998.04,1
593,Barisal,1998,6,35.5,25.8,208.0,86.0,2.3,5.7,3.1,41950,536809.8,510151.9,22.7,90.36,4,1998.06,1
594,Barisal,1998,7,34.5,25.1,616.0,92.0,1.7,6.8,1.9,41950,536809.8,510151.9,22.7,90.36,4,1998.07,1
595,Barisal,1998,8,34.5,25.2,516.0,91.0,1.1,6.3,2.8,41950,536809.8,510151.9,22.7,90.36,4,1998.08,1
596,Barisal,1998,9,35.6,25.2,254.0,89.0,0.6,5.5,4.1,41950,536809.8,510151.9,22.7,90.36,4,1998.09,1
598,Barisal,1998,11,33.5,20.9,270.0,85.0,0.3,2.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,1998.11,1
604,Barisal,1999,5,35.7,25.0,212.0,86.0,2.2,5.7,3.8,41950,536809.8,510151.9,22.7,90.36,4,1999.05,1
605,Barisal,1999,6,36.7,25.4,260.0,88.0,1.9,6.6,3.1,41950,536809.8,510151.9,22.7,90.36,4,1999.06,1
606,Barisal,1999,7,34.0,25.1,527.0,91.0,1.6,7.0,2.9,41950,536809.8,510151.9,22.7,90.36,4,1999.07,1
607,Barisal,1999,8,34.0,25.4,404.0,91.0,1.4,7.1,2.6,41950,536809.8,510151.9,22.7,90.36,4,1999.08,1
608,Barisal,1999,9,35.5,25.2,301.0,89.0,1.0,6.6,3.7,41950,536809.8,510151.9,22.7,90.36,4,1999.09,1
609,Barisal,1999,10,34.0,24.1,228.0,89.0,0.6,5.3,4.9,41950,536809.8,510151.9,22.7,90.36,4,1999.1,1
616,Barisal,2000,5,36.3,24.3,246.0,83.0,1.3,6.0,4.4,41950,536809.8,510151.9,22.7,90.36,4,2000.05,1
617,Barisal,2000,6,34.8,25.0,282.0,90.0,1.6,6.7,2.7,41950,536809.8,510151.9,22.7,90.36,4,2000.06,1
618,Barisal,2000,7,35.2,25.2,389.0,88.0,1.7,6.4,3.8,41950,536809.8,510151.9,22.7,90.36,4,2000.07,1
619,Barisal,2000,8,34.5,25.7,203.0,87.0,1.5,6.6,3.6,41950,536809.8,510151.9,22.7,90.36,4,2000.08,1
620,Barisal,2000,9,34.2,24.8,245.0,89.0,0.8,5.8,4.1,41950,536809.8,510151.9,22.7,90.36,4,2000.09,1
628,Barisal,2001,5,35.6,23.7,282.0,87.0,1.3,5.3,5.0,41950,536809.8,510151.9,22.7,90.36,4,2001.05,1
629,Barisal,2001,6,34.5,25.0,641.0,94.0,1.6,7.3,1.9,41950,536809.8,510151.9,22.7,90.36,4,2001.06,1
630,Barisal,2001,7,33.0,25.3,556.0,91.0,2.0,7.1,3.8,41950,536809.8,510151.9,22.7,90.36,4,2001.07,1
633,Barisal,2001,10,35.0,24.0,305.0,89.0,0.3,4.6,6.5,41950,536809.8,510151.9,22.7,90.36,4,2001.1,1
640,Barisal,2002,5,35.4,24.1,324.0,83.0,1.9,5.9,7.2,41950,536809.8,510151.9,22.7,90.36,4,2002.05,1
641,Barisal,2002,6,35.4,25.6,541.0,89.0,1.3,6.7,3.5,41950,536809.8,510151.9,22.7,90.36,4,2002.06,1
642,Barisal,2002,7,34.5,25.9,716.0,90.0,1.1,7.3,2.7,41950,536809.8,510151.9,22.7,90.36,4,2002.07,1
643,Barisal,2002,8,34.0,26.0,272.0,89.0,1.0,6.4,5.0,41950,536809.8,510151.9,22.7,90.36,4,2002.08,1
644,Barisal,2002,9,35.0,25.5,315.0,92.0,0.5,5.7,4.8,41950,536809.8,510151.9,22.7,90.36,4,2002.09,1
653,Barisal,2003,6,36.5,25.7,521.0,92.0,1.9,7.0,2.7,41950,536809.8,510151.9,22.7,90.36,4,2003.06,1
654,Barisal,2003,7,34.2,26.5,243.0,92.0,1.5,6.4,4.8,41950,536809.8,510151.9,22.7,90.36,4,2003.07,1
657,Barisal,2003,10,34.2,24.8,301.0,89.0,0.2,4.6,5.8,41950,536809.8,510151.9,22.7,90.36,4,2003.1,1
665,Barisal,2004,6,35.8,25.6,316.0,87.0,0.8,6.0,2.5,41950,536809.8,510151.9,22.7,90.36,4,2004.06,1
667,Barisal,2004,8,33.4,26.1,478.0,90.0,1.4,6.7,4.0,41950,536809.8,510151.9,22.7,90.36,4,2004.08,1
668,Barisal,2004,9,34.2,25.5,1067.0,91.0,0.8,6.4,3.7,41950,536809.8,510151.9,22.7,90.36,4,2004.09,1
